Age,DailyRate,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Attrition
29,136,1,3,2,1,5373,2,5,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,No
32,1146,15,4,2,4,6667,3,5,1,Non-Travel,Research & Development,Medical,Female,Healthcare Representative,Divorced,No,No
31,1125,1,3,2,1,5003,3,10,8,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
28,1404,17,3,1,4,2367,2,4,1,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,No,Yes
38,1404,1,3,1,1,2858,2,1,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,No,No
35,1224,7,4,2,4,5204,3,10,8,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Yes,No
27,954,9,3,2,4,4105,3,7,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,No
32,1373,5,4,2,4,9679,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,No
31,754,26,4,2,4,5617,3,10,7,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,Yes,Yes
53,1168,24,4,3,1,10448,2,2,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,Yes
54,155,9,2,2,3,2897,2,4,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,No
33,1303,7,2,2,3,5968,3,9,7,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,No
43,574,11,3,3,3,7510,3,10,9,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,No
38,1444,1,4,1,2,2991,3,6,2,Travel_Frequently,Human Resources,Other,Male,Human Resources,Married,Yes,No
55,189,26,4,5,2,19636,3,10,9,Travel_Rarely,Human Resources,Human Resources,Male,Manager,Married,Yes,No
31,1276,2,1,1,4,1129,3,1,0,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,Yes,No
39,119,15,4,4,1,13341,3,20,8,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,No,No
42,335,23,2,2,3,4332,3,20,9,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
31,697,10,3,3,3,11031,4,11,7,Non-Travel,Research & Development,Medical,Female,Research Director,Married,No,No
54,157,10,3,2,1,4440,3,5,2,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,No
24,771,1,2,2,3,4617,2,4,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,No,No
23,571,12,2,1,4,2647,4,5,2,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,No,No
40,692,11,3,2,3,6323,4,10,9,Travel_Frequently,Research & Development,Technical Degree,Female,Laboratory Technician,Married,No,No
40,444,2,2,2,2,5677,3,11,8,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,No
25,309,2,3,1,2,2187,3,2,0,Travel_Rarely,Human Resources,Human Resources,Female,Human Resources,Married,No,No
30,911,1,2,1,2,3748,2,12,8,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
25,977,2,1,1,3,3977,2,2,2,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,Yes,No
47,1180,25,3,3,3,8633,3,17,14,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,No,No
33,1313,1,2,1,3,2008,2,1,1,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Divorced,No,No
38,1321,1,4,2,2,4440,3,15,13,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,No
31,1154,2,2,1,3,3067,3,2,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,No
38,508,6,4,2,3,5321,3,8,3,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,No
42,557,18,4,2,1,5410,2,4,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,No
41,642,1,3,1,4,2782,3,5,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
47,1162,1,1,3,2,11957,1,13,8,Non-Travel,Research & Development,Medical,Female,Research Director,Married,No,No
35,1490,11,4,1,3,2660,3,2,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,No
22,581,1,2,1,3,3375,4,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
35,1395,9,4,2,3,5098,3,10,7,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,No
33,501,15,2,2,4,4878,3,9,7,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,Yes,No
32,267,29,4,1,2,2837,3,6,2,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,No
40,543,1,4,1,4,2406,2,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
32,234,1,4,1,2,2269,3,2,2,Travel_Rarely,Sales,Medical,Male,Sales Representative,Married,No,No
39,116,24,1,2,4,4108,3,7,7,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
38,201,10,3,3,3,13206,3,18,16,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,No,No
32,801,1,4,3,4,10422,3,14,10,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,No
37,161,10,3,3,4,13744,3,16,11,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,Yes,No
25,1382,8,2,2,3,4907,2,5,3,Travel_Rarely,Sales,Other,Female,Sales Executive,Divorced,Yes,No
52,585,29,4,1,4,3482,2,9,8,Non-Travel,Sales,Life Sciences,Male,Sales Representative,Divorced,No,No
44,1037,1,3,1,4,2436,3,4,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,No
21,501,5,1,1,1,2380,3,2,2,Travel_Rarely,Sales,Medical,Male,Sales Representative,Single,Yes,No
39,105,9,3,5,4,19431,2,6,0,Non-Travel,Research & Development,Life Sciences,Male,Manager,Single,No,No
23,638,9,3,1,1,1790,2,1,0,Travel_Frequently,Sales,Marketing,Male,Sales Representative,Married,No,Yes
36,557,3,3,3,4,7644,3,9,7,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,No,No
36,688,4,2,2,2,5131,3,4,2,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,No,No
56,667,1,4,2,3,6306,2,13,12,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,No
29,1092,1,4,1,4,4787,4,2,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,Yes
42,300,2,3,5,3,18880,2,22,6,Travel_Rarely,Research & Development,Life Sciences,Male,Manager,Married,No,No
56,310,7,2,1,3,2339,1,10,9,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,No,Yes
41,582,28,4,4,2,13570,3,20,7,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,No,No
34,704,28,3,2,3,6712,3,8,7,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,No
36,301,15,4,2,4,5406,2,15,12,Non-Travel,Sales,Marketing,Male,Sales Executive,Divorced,No,No
41,930,3,3,2,2,8938,3,5,4,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,No
32,529,2,3,1,1,2439,3,4,2,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,No,No
35,1146,26,4,3,4,8837,3,9,0,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,Yes,No
38,345,10,2,2,4,5343,3,10,7,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,No
50,878,1,4,2,3,6728,3,6,3,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Divorced,No,Yes
36,1120,11,4,2,4,6652,2,6,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,No
45,374,20,3,2,3,4850,3,5,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,No
40,1322,2,4,1,3,2809,3,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
35,1199,18,4,2,3,5689,4,10,2,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,No
40,1194,2,4,1,3,2001,3,5,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,No,No
35,287,1,4,1,4,2977,3,4,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,No
29,1378,13,2,2,2,4025,3,4,3,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Married,Yes,No
29,468,28,4,1,1,3785,1,5,4,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,No
50,410,28,3,3,1,10854,3,3,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Yes,Yes
39,722,24,1,4,4,12031,2,20,9,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,No
31,325,5,3,2,1,9936,3,9,4,Non-Travel,Research & Development,Medical,Male,Manufacturing Director,Single,No,No
26,1167,5,3,1,3,2966,3,4,2,Travel_Rarely,Sales,Other,Female,Sales Representative,Single,No,No
36,884,23,2,2,4,2571,3,5,2,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
39,613,6,1,3,1,9991,3,7,7,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,No,No
27,155,4,3,2,2,6142,3,6,2,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Yes,No
49,1023,2,3,2,2,5390,2,9,6,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,No,No
34,628,8,3,2,3,4404,4,4,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
